code,name_ar,name_en,region,population,avg_household_income,purchasing_power_index
LB-05-001,زحلة,Zahle,محافظة البقاع,,,
LB-05-002,علي النهري,Ali En Nahri,محافظة البقاع,,,
LB-05-003,راشيا,Rashaya,محافظة البقاع,,,
LB-06-001,النبطية,Nabatieh,محافظة النبطية,,,
LB-06-002,بنت جبيل,Bint Jbeil,محافظة النبطية,,,
LB-06-003,ميس الجبل,Marjayoun,محافظة النبطية,,,
LB-07-001,حلبا,Halba,محافظة عكار,,,
LB-07-002,العبدة,Abdeh,محافظة عكار,,,
LB-08-001,بعلبك,Baalbek,محافظة بعلبك الهرمل,,,
LB-08-002,الهرمل,Hermel,محافظة بعلبك الهرمل,,,
SY-01-001,دمشق,Damascus,محافظة دمشق,,,
SY-01-002,العزازي,Azzaz,محافظة دمشق,,,
SY-02-001,الغوطة,Ghouta,محافظة ريف دمشق,,,
SY-02-002,دوما,Douma,محافظة ريف دمشق,,,
SY-02-003,التل,Al Tal,محافظة ريف دمشق,,,
SY-02-004,النبك,An Nabk,محافظة ريف دمشق,,,
SY-02-005,قطنا,Qatana,محافظة ريف دمشق,,,
SY-03-001,حلب,Aleppo,محافظة حلب,,,
SY-03-002,منبج,Manbij,محافظة حلب,,,
SY-03-003,السفيرة,As Safira,محافظة حلب,,,
SY-03-004,عين العرب,Kobani,محافظة حلب,,,
SY-04-001,حمص,Homs,محافظة حمص,,,
SY-04-002,تدمر,Palmyra,محافظة حمص,,,
SY-04-003,الرستن,Ar Rastan,محافظة حمص,,,
SY-05-001,حماة,Hama,محافظة حماة,,,
SY-05-002,سلمية,Salamiyah,محافظة حماة,,,
SY-05-003,مهردة,Mhardeh,محافظة حماة,,,
SY-06-001,اللاذقية,Latakia,محافظة اللاذقية,,,
SY-06-002,جبلة,Jableh,محافظة اللاذقية,,,
SY-06-003,الحفة,Al Haffah,محافظة اللاذقية,,,
SY-07-001,طرطوس,Tartus,محافظة طرطوس,,,
SY-07-002,بانياس,Baniyas,محافظة طرطوس,,,
SY-07-003,الدريكيش,Dreikich,محافظة طرطوس,,,
SY-08-001,إدلب,Idlib,محافظة إدلب,,,
SY-08-002,جسر الشغور,Jisr al-Shughur,محافظة إدلب,,,
SY-08-003,معرة النعمان,Maarrat al-Numan,محافظة إدلب,,,
SY-09-001,الحسكة,Al-Hasakah,محافظة الحسكة,,,
SY-09-002,القامشلي,Qamishli,محافظة الحسكة,,,
SY-09-003,ديريك,Al-Malikiyah,محافظة الحسكة,,,
SY-10-001,دير الزور,Deir ez-Zor,محافظة دير الزور,,,
SY-10-002,الميادين,Al-Mayadin,محافظة دير الزور,,,
SY-10-003,البوكمال,Al-Bukamal,محافظة دير الزور,,,
SY-11-001,الرقة,Raqqa,محافظة الرقة,,,
SY-11-002,تل أبيض,Tell Abyad,محافظة الرقة,,,
SY-12-001,السويداء,As-Suwayda,محافظة السويداء,,,
SY-12-002,شهبا,Shahba,محافظة السويداء,,,
SY-13-001,درعا,Daraa,محافظة درعا,,,
SY-13-002,نوى,Nawa,محافظة درعا,,,
SY-13-003,الصنمين,Al-Sanamayn,محافظة درعا,,,
SY-14-001,القنيطرة,Quneitra,محافظة القنيطرة,,,
SY-14-002,الرفيد,Al-Rafid,محافظة القنيطرة,,,
PS-01-001,القدس,Jerusalem,محافظة القدس,,,
PS-01-002,أبو ديس,Abu Dis,محافظة القدس,,,
PS-02-001,رام الله,Ramallah,محافظة رام الله والبيرة,,,
PS-02-002,البيرة,Al-Bireh,محافظة رام الله والبيرة,,,
PS-02-003,بيتونيا,Beitunia,محافظة رام الله والبيرة,,,
PS-03-001,نابلس,Nablus,محافظة نابلس,,,
PS-03-002,طولكرم,Tulkarm,محافظة نابلس,,,
PS-03-003,قلقيلية,Qalqilya,محافظة نابلس,,,
PS-03-004,جنين,Jenin,محافظة نابلس,,,
PS-04-001,بيت لحم,Bethlehem,محافظة بيت لحم,,,
PS-04-002,بيت جالا,Beit Jala,محافظة بيت لحم,,,
PS-04-003,بيت ساحور,Beit Sahour,محافظة بيت لحم,,,
PS-05-001,الخليل,Hebron,محافظة الخليل,,,
PS-05-002,يطا,Yatta,محافظة الخليل,,,
PS-05-003,دورا,Dura,محافظة الخليل,,,
PS-06-001,أريحا,Jericho,محافظة أريحا,,,
PS-06-002,الأغوار,Jordan Valley,محافظة أريحا,,,
PS-07-001,طوباس,Tubas,محافظة طوباس,,,
PS-07-002,تعنك,Tammun,محافظة طوباس,,,
PS-08-001,سلفيت,Salfit,محافظة سلفيت,,,
PS-08-002,بديا,Biddya,محافظة سلفيت,,,
PS-09-001,غزة,Gaza,محافظة غزة,,,
PS-09-002,الشجاعية,Shujaiya,محافظة غزة,,,
PS-10-001,جباليا,Jabalia,محافظة شمال غزة,,,
PS-10-002,بيت لاهيا,Beit Lahia,محافظة شمال غزة,,,
PS-11-001,دير البلح,Deir al-Balah,محافظة دير البلح,,,
PS-11-002,المغازي,Al Maghazi,محافظة دير البلح,,,
PS-12-001,خان يونس,Khan Yunis,محافظة خان يونس,,,
PS-12-002,بني سهيلة,Bani Suheila,محافظة خان يونس,,,
PS-13-001,رفح,Rafah,محافظة رفح,,,
TN-01-001,تونس,Tunis,ولاية تونس,,,
TN-01-002,قرطاج,Carthage,ولاية تونس,,,
TN-01-003,المرسى,La Marsa,ولاية تونس,,,
TN-01-004,سيدي بوسعيد,Sidi Bou Said,ولاية تونس,,,
TN-02-001,أريانة,Ariana,ولاية أريانة,,,
TN-02-002,سكرة,Sokra,ولاية أريانة,,,
TN-03-001,منوبة,Manouba,ولاية منوبة,,,
TN-03-002,دوار هيشر,Douar Hicher,ولاية منوبة,,,
TN-04-001,بن عروس,Ben Arous,ولاية بن عروس,,,
TN-04-002,حمام الأنف,Hammam Lif,ولاية بن عروس,,,
TN-04-003,المحمدية,Mohamedia,ولاية بن عروس,,,
TN-05-001,نابل,Nabeul,ولاية نابل,,,
TN-05-002,الحمامات,Hammamet,ولاية نابل,,,
TN-05-003,قربة,Korba,ولاية نابل,,,
TN-06-001,زغوان,Zaghouan,ولاية زغوان,,,
TN-06-002,الفحص,El Fahs,ولاية زغوان,,,
TN-07-001,بنزرت,Bizerte,ولاية بنزرت,,,
TN-07-002,منزل بورقيبة,Menzel Bourguiba,ولاية بنزرت,,,
TN-08-001,باجة,Beja,ولاية باجة,,,
TN-08-002,تبرسق,Teboursouk,ولاية باجة,,,
TN-09-001,جندوبة,Jendouba,ولاية جندوبة,,,
TN-09-002,طبرقة,Tabarka,ولاية جندوبة,,,
TN-10-001,الكاف,Le Kef,ولاية الكاف,,,
TN-10-002,القصرين,Kasserine,ولاية الكاف,,,
TN-11-001,سليانة,Siliana,ولاية سليانة,,,
TN-12-001,القيروان,Kairouan,ولاية القيروان,,,
TN-12-002,السبيخة,Sbikha,ولاية القيروان,,,
TN-13-001,القصرين,Kasserine,ولاية القصرين,,,
TN-13-002,سبيبة,Sbeitla,ولاية القصرين,,,
TN-14-001,سيدي بوزيد,Sidi Bouzid,ولاية سيدي بوزيد,,,
TN-15-001,تالة,Tala,ولاية القصرين,,,
TN-16-001,قفصة,Gafsa,ولاية قفصة,,,
TN-16-002,المتلوي,Metlaoui,ولاية قفصة,,,
TN-17-001,توزر,Tozeur,ولاية توزر,,,
TN-17-002,دقاش,Degache,ولاية توزر,,,
TN-18-001,قبلي,Kebili,ولاية قبلي,,,
TN-18-002,دوز,Douz,ولاية قبلي,,,
TN-19-001,مدنين,Medenine,ولاية مدنين,,,
TN-19-002,جرجيس,Zarzis,ولاية مدنين,,,
TN-19-003,جربة,Djerba,ولاية مدنين,,,
TN-20-001,تطاوين,Tataouine,ولاية تطاوين,,,
TN-20-002,رمادة,Remada,ولاية تطاوين,,,
TN-21-001,صفاقس,Sfax,ولاية صفاقس,,,
TN-21-002,صخيرة,Skhira,ولاية صفاقس,,,
TN-22-001,المهدية,Mahdia,ولاية المهدية,,,
TN-22-002,الجم,El Jem,ولاية المهدية,,,
TN-23-001,منستير,Monastir,ولاية منستير,,,
TN-23-002,المكنين,Moknine,ولاية منستير,,,
TN-24-001,سوسة,Sousse,ولاية سوسة,,,
TN-24-002,النفيضة,Hammam Sousse,ولاية سوسة,,,
TN-24-003,القلعة الكبرى,Kalaa Kebira,ولاية سوسة,,,
DZ-01-001,الجزائر العاصمة,Algiers,ولاية الجزائر,,,
DZ-01-002,سيدي امحمد,Sidi M'Hamed,ولاية الجزائر,,,
DZ-01-003,باب الزوار,Bab El Oued,ولاية الجزائر,,,
DZ-02-001,وهران,Oran,ولاية وهران,,,
DZ-02-002,السوانية,Es Senia,ولاية وهران,,,
DZ-02-003,بئر الجير,Bir El Djir,ولاية وهران,,,
DZ-03-001,قسنطينة,Constantine,ولاية قسنطينة,,,
DZ-03-002,الخروب,El Khroub,ولاية قسنطينة,,,
DZ-04-001,عنابة,Annaba,ولاية عنابة,,,
DZ-04-002,الحجار,El Hadjar,ولاية عنابة,,,
DZ-05-001,باتنة,Batna,ولاية باتنة,,,
DZ-05-002,مروانة,Merouana,ولاية باتنة,,,
DZ-06-001,بجاية,Bejaia,ولاية بجاية,,,
DZ-06-002,أقبو,Akbou,ولاية بجاية,,,
DZ-07-001,سطيف,Setif,ولاية سطيف,,,
DZ-07-002,العلمة,El Eulma,ولاية سطيف,,,
DZ-08-001,تيزي وزو,Tizi Ouzou,ولاية تيزي وزو,,,
DZ-08-002,أزفون,Azazga,ولاية تيزي وزو,,,
DZ-09-001,تلمسان,Tlemcen,ولاية تلمسان,,,
DZ-09-002,مغنية,Maghnia,ولاية تلمسان,,,
DZ-10-001,سيدي بلعباس,Sidi Bel Abbes,ولاية سيدي بلعباس,,,
DZ-11-001,بسكرة,Biskra,ولاية بسكرة,,,
DZ-11-002,طولقة,Tolga,ولاية بسكرة,,,
DZ-12-001,ورقلة,Ouargla,ولاية ورقلة,,,
DZ-12-002,حاسي مسعود,Hassi Messaoud,ولاية ورقلة,,,
DZ-13-001,بشار,Bechar,ولاية بشار,,,
DZ-14-001,الأغواط,Laghouat,ولاية الأغواط,,,
DZ-15-001,مستغانم,Mostaganem,ولاية مستغانم,,,
DZ-16-001,الشلف,Chlef,ولاية الشلف,,,
DZ-17-001,تيارت,Tiaret,ولاية تيارت,,,
DZ-18-001,مدية,Medea,ولاية مدية,,,
DZ-19-001,بومرداس,Boumerdes,ولاية بومرداس,,,
DZ-20-001,تيبازة,Tipaza,ولاية تيبازة,,,
DZ-21-001,سوق أهراس,Souk Ahras,ولاية سوق أهراس,,,
DZ-22-001,الطارف,El Tarf,ولاية الطارف,,,
DZ-23-001,خنشلة,Khenchela,ولاية خنشلة,,,
DZ-24-001,أم البواقي,Oum El Bouaghi,ولاية أم البواقي,,,
DZ-25-001,برج بوعريريج,Bordj Bou Arreridj,ولاية برج بوعريريج,,,
DZ-26-001,المسيلة,Msila,ولاية المسيلة,,,
DZ-27-001,جيجل,Jijel,ولاية جيجل,,,
DZ-28-001,سكيكدة,Skikda,ولاية سكيكدة,,,
DZ-29-001,قالمة,Guelma,ولاية قالمة,,,
DZ-30-001,ميلة,Mila,ولاية ميلة,,,
DZ-31-001,الجلفة,Djelfa,ولاية الجلفة,,,
DZ-32-001,الأغواط,Laghouat,ولاية الأغواط,,,
DZ-33-001,غرداية,Ghardaia,ولاية غرداية,,,
DZ-34-001,إليزي,Illizi,ولاية إليزي,,,
DZ-35-001,تمنراست,Tamanrasset,ولاية تمنراست,,,
DZ-36-001,أدرار,Adrar,ولاية أدرار,,,
DZ-37-001,تندوف,Tindouf,ولاية تندوف,,,
DZ-38-001,بشار,Bechar,ولاية بشار,,,
DZ-39-001,النعامة,Naama,ولاية النعامة,,,
DZ-40-001,السعيدة,El Bayadh,ولاية السعيدة,,,
DZ-41-001,البيض,El Bayadh,ولاية البيض,,,
DZ-42-001,تسمسيلت,Tissemsilt,ولاية تسمسيلت,,,
DZ-43-001,عين الدفلى,Ain Defla,ولاية عين الدفلى,,,
DZ-44-001,عين تموشنت,Ain Temouchent,ولاية عين تموشنت,,,
DZ-45-001,غليزان,Relizane,ولاية غليزان,,,
DZ-46-001,معسكر,Mascara,ولاية معسكر,,,
DZ-47-001,سعيدة,Saida,ولاية سعيدة,,,
DZ-48-001,الوادي,El Oued,ولاية الوادي,,,
MA-01-001,الرباط,Rabat,جهة الرباط سلا القنيطرة,,,
MA-01-002,سلا,Sale,جهة الرباط سلا القنيطرة,,,
MA-01-003,القنيطرة,Kenitra,جهة الرباط سلا القنيطرة,,,
MA-01-004,تمارة,Temara,جهة الرباط سلا القنيطرة,,,
MA-02-001,الدار البيضاء,Casablanca,جهة الدار البيضاء سطات,,,
MA-02-002,سطات,Settat,جهة الدار البيضاء سطات,,,
MA-02-003,المحمدية,Mohammedia,جهة الدار البيضاء سطات,,,
MA-02-004,بنسليمان,Benslimane,جهة الدار البيضاء سطات,,,
MA-03-001,فاس,Fes,جهة فاس مكناس,,,
MA-03-002,مكناس,Meknes,جهة فاس مكناس,,,
MA-03-003,إفران,Ifrane,جهة فاس مكناس,,,
MA-03-004,تاونات,Taounate,جهة فاس مكناس,,,
MA-04-001,طنجة,Tangier,جهة طنجة تطوان الحسيمة,,,
MA-04-002,تطوان,Tetouan,جهة طنجة تطوان الحسيمة,,,
MA-04-003,الحسيمة,Al Hoceima,جهة طنجة تطوان الحسيمة,,,
MA-04-004,شفشاون,Chefchaouen,جهة طنجة تطوان الحسيمة,,,
MA-05-001,مراكش,Marrakech,جهة مراكش آسفي,,,
MA-05-002,آسفي,Safi,جهة مراكش آسفي,,,
MA-05-003,الصويرة,Essaouira,جهة مراكش آسفي,,,
MA-06-001,أكادير,Agadir,جهة سوس ماسة,,,
MA-06-002,إنزكان,Inezgane,جهة سوس ماسة,,,
MA-06-003,تارودانت,Taroudannt,جهة سوس ماسة,,,
MA-06-004,تزنيت,Tiznit,جهة سوس ماسة,,,
MA-07-001,وجدة,Oujda,جهة الشرق,,,
MA-07-002,بركان,Berkane,جهة الشرق,,,
MA-07-003,الناظور,Nador,جهة الشرق,,,
MA-07-004,جرادة,Jerada,جهة الشرق,,,
MA-08-001,بني ملال,Beni Mellal,جهة بني ملال خنيفرة,,,
MA-08-002,خنيفرة,Khenifra,جهة بني ملال خنيفرة,,,
MA-08-003,أزيلال,Azilal,جهة بني ملال خنيفرة,,,
MA-09-001,ورزازات,Ouarzazate,جهة درعة تافيلالت,,,
MA-09-002,الراشيدية,Errachidia,جهة درعة تافيلالت,,,
MA-09-003,زاكورة,Zagora,جهة درعة تافيلالت,,,
MA-10-001,كلميم,Guelmim,جهة كلميم واد نون,,,
MA-10-002,طانطان,Tan-Tan,جهة كلميم واد نون,,,
MA-11-001,العيون,Laayoune,جهة العيون الساقية الحمراء,,,
MA-11-002,بوجدور,Boujdour,جهة العيون الساقية الحمراء,,,
MA-12-001,الداخلة,Dakhla,جهة الداخلة وادي الذهب,,,
LY-01-001,طرابلس,Tripoli,محافظة طرابلس,,,
LY-01-002,تاجوراء,Tajura,محافظة طرابلس,,,
LY-01-003,عين زارة,Ain Zara,محافظة طرابلس,,,
LY-02-001,بنغازي,Benghazi,محافظة بنغازي,,,
LY-02-002,القوارشة,Gwarsha,محافظة بنغازي,,,
LY-03-001,مصراتة,Misrata,محافظة مصراتة,,,
LY-03-002,زليتن,Zliten,محافظة مصراتة,,,
LY-04-001,الزاوية,Zawiya,محافظة الزاوية,,,
LY-04-002,صبراتة,Sabratha,محافظة الزاوية,,,
LY-05-001,سبها,Sabha,محافظة سبها,,,
LY-05-002,براك الشاطئ,Brak,محافظة سبها,,,
LY-06-001,درنة,Derna,محافظة درنة,,,
LY-06-002,القبة,Al Qubah,محافظة درنة,,,
LY-07-001,البيضاء,Bayda,محافظة البيضاء,,,
LY-07-002,شحات,Shahhat,محافظة البيضاء,,,
LY-08-001,الخمس,Al Khums,محافظة الخمس,,,
LY-08-002,زلطن,Zaltan,محافظة الخمس,,,
LY-09-001,العزيزية,Aziziya,محافظة الجفارة,,,
LY-09-002,صبراتة,Sabratha,محافظة الجفارة,,,
LY-10-001,البيضاء,Bayda,محافظة الجبل الأخضر,,,
LY-10-002,القبة,Al Qubah,محافظة الجبل الأخضر,,,
LY-11-001,مرزق,Murzuq,محافظة مرزق,,,
LY-11-002,تازربو,Tazirbu,محافظة مرزق,,,
LY-12-001,غات,Ghat,محافظة غات,,,
LY-13-001,الكفرة,Kufra,محافظة الكفرة,,,
LY-14-001,أوباري,Ubari,محافظة أوباري,,,
LY-15-001,ترهونة,Tarhuna,محافظة ترهونة,,,
SD-01-001,الخرطوم,Khartoum,ولاية الخرطوم,,,
SD-01-002,أم درمان,Omdurman,ولاية الخرطوم,,,
SD-01-003,بحري,Bahri,ولاية الخرطوم,,,
SD-02-001,ود مدني,Wad Madani,ولاية الجزيرة,,,
SD-02-002,الحصاحيصا,Al Hasaheisa,ولاية الجزيرة,,,
SD-03-001,الأبيض,Al Ubayyid,ولاية شمال كردفان,,,
SD-03-002,شيكان,Sheikan,ولاية شمال كردفان,,,
SD-04-001,كادوقلي,Kadugli,ولاية جنوب كردفان,,,
SD-04-002,تلودي,Talodi,ولاية جنوب كردفان,,,
SD-05-001,الفاشر,Al Fashir,ولاية شمال دارفور,,,
SD-05-002,كتم,Kutum,ولاية شمال دارفور,,,
SD-06-001,نيالا,Nyala,ولاية جنوب دارفور,,,
SD-06-002,الضعين,Ed Daein,ولاية جنوب دارفور,,,
SD-07-001,الجنينة,Al Geneina,ولاية غرب دارفور,,,
SD-08-001,الضعين,Ed Daein,ولاية شرق دارفور,,,
SD-09-001,زالنجي,Zalingei,ولاية وسط دارفور,,,
SD-10-001,بورتسودان,Port Sudan,ولاية البحر الأحمر,,,
SD-10-002,سواكن,Suakin,ولاية البحر الأحمر,,,
SD-11-001,كسلا,Kassala,ولاية كسلا,,,
SD-12-001,القضارف,Al Qadarif,ولاية القضارف,,,
SD-13-001,سنار,Sennar,ولاية سنار,,,
SD-14-001,ربك,Rabak,ولاية النيل الأبيض,,,
SD-14-002,كوستي,Kosti,ولاية النيل الأبيض,,,
SD-15-001,دمازين,Damazin,ولاية النيل الأزرق,,,
SD-16-001,الدامر,Ad Damar,ولاية نهر النيل,,,
SD-16-002,شندي,Shendi,ولاية نهر النيل,,,
SD-17-001,دنقلا,Dongola,ولاية الشمالية,,,
SD-17-002,وادي حلفا,Wadi Halfa,ولاية الشمالية,,,
SD-18-001,الفولة,Al Fulah,ولاية غرب كردفان,,,
YE-01-001,صنعاء,Sanaa,محافظة صنعاء,,,
YE-01-002,الأمانة,Amanat Al Asimah,محافظة صنعاء,,,
YE-02-001,عدن,Aden,محافظة عدن,,,
YE-02-002,خور مكسر,Khormaksar,محافظة عدن,,,
YE-03-001,الحديدة,Hodeidah,محافظة الحديدة,,,
YE-03-002,المنصورة,Al Mansourah,محافظة الحديدة,,,
YE-04-001,إب,Ibb,محافظة إب,,,
YE-04-002,جبلة,Jiblah,محافظة إب,,,
YE-05-001,تعز,Taiz,محافظة تعز,,,
YE-05-002,المخا,Mocha,محافظة تعز,,,
YE-06-001,المكلا,Mukalla,محافظة حضرموت,,,
YE-06-002,سيئون,Seiyun,محافظة حضرموت,,,
YE-06-003,الشحر,Ash Shihr,محافظة حضرموت,,,
YE-07-001,مأرب,Marib,محافظة مأرب,,,
YE-07-002,سرواح,Sirwah,محافظة مأرب,,,
YE-08-001,الحزم,Al Hazm,محافظة الجوف,,,
YE-09-001,عمران,Amran,محافظة عمران,,,
YE-09-002,ريمة,Raymah,محافظة عمران,,,
YE-10-001,ذمار,Dhamar,محافظة ذمار,,,
YE-11-001,المحويت,Al Mahwit,محافظة المحويت,,,
YE-12-001,الجفر,Al Jafrah,محافظة ريمة,,,
YE-13-001,حجة,Hajjah,محافظة حجة,,,
YE-13-002,عبس,Abs,محافظة حجة,,,
YE-14-001,صعدة,Saada,محافظة صعدة,,,
YE-14-002,باقم,Baqim,محافظة صعدة,,,
YE-15-001,زنجبار,Zinjibar,محافظة أبين,,,
YE-15-002,جعار,Jaar,محافظة أبين,,,
YE-16-001,لحج,Lahij,محافظة لحج,,,
YE-16-002,الحوطة,Al Hawtah,محافظة لحج,,,
YE-17-001,الضالع,Al Dhale,محافظة الضالع,,,
YE-18-001,عتق,Ataq,محافظة شبوة,,,
YE-18-002,بيحان,Bayhan,محافظة شبوة,,,
YE-19-001,الغيضة,Al Ghaydah,محافظة المهرة,,,
YE-19-002,سيحوت,Sayhut,محافظة المهرة,,,
YE-20-001,حديبو,Hadibu,محافظة سقطرى,,,
YE-21-001,البيضاء,Al Bayda,محافظة البيضاء,,,
DJ-01-001,جيبوتي,Djibouti City,إقليم جيبوتي,,,
DJ-01-002,بلبلا,Balbala,إقليم جيبوتي,,,
DJ-02-001,علي صبيح,Ali Sabieh,إقليم علي صبيح,,,
DJ-03-001,دخيل,Dikhil,إقليم دخيل,,,
DJ-04-001,تاجورة,Tadjourah,إقليم تاجورة,,,
DJ-05-001,أوبوك,Obock,إقليم أوبوك,,,
DJ-06-001,أرتا,Arta,إقليم أرتا,,,
SO-01-001,مقديشو,Mogadishu,إقليم بنادر,,,
SO-01-002,الشاطئ,Shangani,إقليم بنادر,,,
SO-02-001,جرتسي,Garowe,إقليم أرض البنط,,,
SO-02-002,بوصاصو,Bosaso,إقليم أرض البنط,,,
SO-03-001,هرجيسا,Hargeisa,إقليم أرض الصومال,,,
SO-03-002,برعو,Burao,إقليم أرض الصومال,,,
SO-03-003,بورمه,Borama,إقليم أرض الصومال,,,
SO-04-001,غارو,Garbahaarey,إقليم جيدو,,,
SO-04-002,بردرة,Bardera,إقليم جيدو,,,
SO-05-001,مركة,Merca,إقليم شبيلي السفلى,,,
SO-05-002,براوة,Baraawe,إقليم شبيلي السفلى,,,
SO-06-001,جوهر,Jowhar,إقليم شبيلي الوسطى,,,
SO-06-002,بلعد,Balad,إقليم شبيلي الوسطى,,,
SO-07-001,بيدوا,Beledweyne,إقليم هيران,,,
SO-08-001,بيدوا,Baidoa,إقليم باي وباكول,,,
SO-08-002,تيجيغلوف,Tieglow,إقليم باي وباكول,,,
SO-09-001,غالكعيو,Galkayo,إقليم مودج,,,
SO-10-001,جرتسي,Garowe,إقليم نوجال,,,
SO-10-002,أيل,Eyl,إقليم نوجال,,,
SO-11-001,برعو,Burao,إقليم توجر,,,
SO-12-001,لاسعانود,Las Anod,إقليم صول,,,
SO-13-001,إريغافو,Erigavo,إقليم سناج,,,
MR-01-001,نواكشوط,Nouakchott,ولاية نواكشوط الغربية,,,
MR-02-001,نواكشوط الجنوبية,Nouakchott South,ولاية نواكشوط الجنوبية,,,
MR-03-001,نواكشوط الشمالية,Nouakchott North,ولاية نواكشوط الشمالية,,,
MR-04-001,ألاك,Aleg,ولاية الحوض الغربي,,,
MR-04-002,كيفة,Kiffa,ولاية الحوض الغربي,,,
MR-05-001,نجامينا,Nema,ولاية الحوض الشرقي,,,
MR-06-001,روصو,Rosso,ولاية اترارزة,,,
MR-06-002,بوتلميت,Boutilimit,ولاية اترارزة,,,
MR-07-001,أطار,Atar,ولاية أدرار,,,
MR-08-001,نواذيبو,Nouadhibou,ولاية داخلت نواذيبو,,,
MR-09-001,تشكيت,Tichit,ولاية تاجانت,,,
MR-10-001,كيفة,Kiffa,ولاية العصابة,,,
MR-11-001,كيهيدي,Kaedi,ولاية غورغول,,,
MR-12-001,ألاك,Aleg,ولاية براكنة,,,
MR-13-001,سيليبابي,Selibaby,ولاية لبراكنة,,,
MR-14-001,أكجوجت,Akjoujt,ولاية إينشيري,,,
KM-01-001,موروني,Moroni,جزيرة نجازيجا,,,
KM-01-002,ميتساميولي,Mitsamiouli,جزيرة نجازيجا,,,
KM-01-003,فومبوني,Fomboni,جزيرة نجازيجا,,,
KM-02-001,فومبوني,Fomboni,جزيرة موالي,,,
KM-03-001,موتسامودو,Mutsamudu,جزيرة أنجوان,,,
KM-03-002,دوموني,Domoni,جزيرة أنجوان,,,
